id_global,num_en_bloque,seccion,bloque,feature,estado,evidencia_backend,evidencia_frontend,tests,nota
654,4,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Insertar testimoniales clientes,,,,,
655,5,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Música crescendo emocional auto,,,,,
656,6,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Distribución calendar programada,,,,,
657,7,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Push notifications cuando sale nuevo episodio,,,,,
658,8,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Embed en Marketplace + LinkedIn + YouTube,,,,,
659,9,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),Suscripción episodios futuros (RSS-style),,,,,
660,10,SECCIÓN B — DMX STUDIO S1 (50),S1.6 — Series documentales (Wrapped + recurrentes),"Métricas series (views, completion rate)",,,,,
661,1,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Plan separado para fotógrafos (no asesores) — ingresan a DMX como proveedor,,,,,
662,2,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Marketplace fotógrafos por colonia,,,,,
663,3,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Fotógrafos publican portfolios,,,,,
664,4,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Reviews fotógrafos (5 estrellas + comments),,,,,
665,5,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Booking directo desde DMX,,,,,
666,6,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Stripe Connect split: cliente paga → fotógrafo recibe 80% / DMX 20%,,,,,
667,7,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Check-in/check-out shoot,,,,,
668,8,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Upload masivo fotos al proyecto del asesor cliente,,,,,
669,9,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,AI categoriza fotos (sala/cocina/recámara/exterior),,,,,
670,10,SECCIÓN B — DMX STUDIO S1 (50),S1.7 — Plan Fotógrafo B2B2C standalone,Watermark + entrega digital,,,,,
671,1,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Generación 100 anuncios Meta Ads por propiedad desde URL portal externa,,,,,
672,2,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Extracción auto datos (fotos + precio + ubicación + features) sin intervención,,,,,
673,3,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),7 ángulos de venta auto: Inversión / Lifestyle / Plusvalía / Familia / Urgencia / Ubicación / ROI,,,,,
674,4,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Copy AI (hooks + headlines + CTAs optimizados por ángulo),,,,,
675,5,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Brand Intelligence: aplica logo + colores corp del asesor/desarrolladora auto,,,,,
676,6,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),7 perfiles visuales por audiencia (joven / familia / ejecutivo / inversor / lujo / starter / retiro),,,,,
677,7,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),"Export ZIP Meta Ads ready (feed + stories + reels, 1:1 y 9:16, 4K)",,,,,
678,8,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Compatible portales: EasyBroker + Inmuebles24 + Vivanuncios + MercadoLibre + Tokko + Zonaprop,,,,,
679,9,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),Dashboard tracking creativos: % conversión por ángulo + identifica ganadores AI,,,,,
680,10,SECCIÓN B — DMX STUDIO S1 (50),S1.8 — Generación creativos estáticos (Propads-style),25+ scripts WhatsApp pre-hechos cierre leads,,,,,
681,1,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,AI Coach sessions personalizadas (chat con coach virtual),,,,,
682,2,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Streaks consecutivos de upload (gamification),,,,,
683,3,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Community challenges mensuales (mejor video colonia X),,,,,
684,4,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Leaderboard creators DMX Studio,,,,,
685,5,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Highlight reels automáticos (top videos del mes del creator),,,,,
686,6,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Zone videos auto (data-driven por colonia),,,,,
687,7,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Referral form (asesor invita asesor),,,,,
688,8,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,Brand assets bucket (logos / fonts / colores per asesor),,,,,
689,9,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,"Style templates pre-configurados (lujo, starter, familiar)",,,,,
690,10,SECCIÓN B — DMX STUDIO S1 (50),S1.9 — AI Coach + Streaks + Community,URL imports masivos (10+ propiedades a la vez),,,,,
691,1,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Listing health score 0-100 por unidad publicada,,,,,
692,2,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Detector fotos baja calidad,,,,,
693,3,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Detector descripciones débiles,,,,,
694,4,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Sugerencias mejora AI,,,,,
695,5,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Gallery views log (qué fotos miran más),,,,,
696,6,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Heat map clicks galería,,,,,
697,7,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Recommendation: re-shoot fotos específicas,,,,,
698,8,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Listing comparativo vs top performers,,,,,
699,9,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Auto-republish con mejoras aplicadas,,,,,
700,10,SECCIÓN B — DMX STUDIO S1 (50),S1.10 — Listing health + Gallery analytics,Reporte mensual listing health asesor,,,,,
701,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Argumentario AI inline (scoreC02) — RAG sobre perfil + historial + zone_scores → mensaje personalizado con citations inline,,,,,
702,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Schema limpio jsonb arrays phones/emails (no heredado Pulppo),,,,,
703,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),normalize_phone() libphonenumber-js + unique index anti-duplicados,,,,,
704,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),search_vector GIN FTS Postgres (no Algolia como Pulppo),,,,,
705,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),4 tabs detalle (Info / Timeline / Búsquedas / Notas),,,,,
706,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Timeline calls/visits/emails/WhatsApps/operaciones orden desc,,,,,
707,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Bulk actions (export CSV / cambio temperatura / add tag / soft delete / send to campaña),,,,,
708,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),"Virtual scroll (sin límite resultados, 500+ filas fluido)",,,,,
709,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),"Gamification XP por acción (crear contacto +10 XP, etc.)",,,,,
710,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),"Botón ""Argumentario AI"" con preview drawer + Enviar WhatsApp/Email/Borrador",,,,,
711,11,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Picker internacional libphonenumber-js,,,,,
712,12,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M03+ — Contactos avanzados (12),Highlights matches FTS en nombre/email/phone,,,,,
713,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),"Drag&drop kanban funcional (Pulppo lo rompió, forzaba menú 4 taps)",,,,,
714,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),6 columnas visibles: Pendiente / Buscando / Visitando / Ofertando / Cerrando / Ganada + 1 oculta Perdida,,,,,
715,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Matcher engine 5 dimensions deterministic: price 30% + zoneIE 25% + amenities 20% + family 15% + DISC 10%,,,,,
716,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),"Rationale chips por match (""Colonia preferida"", ""Precio dentro rango"")",,,,,
717,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),"Wizard Ofertar 6 pasos con ""Pegar liga"" parser EasyBroker/ML/Inmuebles24 auto-extracción",,,,,
718,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Notas 3 niveles visibility (Privada / Inmobiliaria / DMX),,,,,
719,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Historial cross-agencia del contacto,,,,,
720,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),17 fuentes contacto MX (Inmuebles24 / Facebook / WhatsApp / MercadoLibre / Portal Terreno / Vivanuncios / ICasas / Propiedades.com / DMX marketplace + 8 más),,,,,
721,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),"Validaciones HARD por etapa (a ""Visitando"" requiere ≥1 visita registrada antes de avanzar)",,,,,
722,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Suggest semantic match C03 (Anthropic post-shipped),,,,,
723,11,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Sort matches: operación > tipo > colonia > precio > recámaras,,,,,
724,12,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),DMX Score + match score % visible en cada match,,,,,
725,13,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Acciones por match: Compartir con contacto / Agendar visita / Descartar,,,,,
726,14,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Lead Score C01 badge integrado,,,,,
727,15,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),Optimistic update + rollback si falla validación,,,,,
728,16,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M04+ — Búsquedas pipeline kanban (16),"Gamification: +25 XP al pasar a ""Ganada""",,,,,
729,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Anti phantom drafts: requiere mínimo dirección + tipo + precio ANTES de crear,,,,,
730,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Ubicación cascada País→Estado→Ciudad→Colonia (autocompletado INEGI + geocoder),,,,,
731,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),17 tipos propiedad + 47 amenidades + 42 espacios filtrados por país+tipo,,,,,
732,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),6 etapas pipeline: Pendiente / Seguimiento / Encuentro / Valuación / Documentación / Captado,,,,,
733,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Panel Seguimiento: urgencia_venta + motivo + posibilidad + inicio_comercialización,,,,,
734,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Panel Encuentro: motivo + fecha/hora + location (presencial/virtual) + notas,,,,,
735,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Panel Valuación: ACM automático + comparables top 5 + confidence (alta/media/baja),,,,,
736,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Panel Documentación: checklist (escrituras / predial / no adeudo agua / identificación / acta matrimonial / KYC),,,,,
737,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Panel Captado: firma digital acuerdo comercial via Mifiel NOM-151,,,,,
738,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Acuerdo comercial: comisión desde 1% + exclusividad 3/6/9/12m configurables,,,,,
739,11,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Editor 6 secciones: Ubicación / Características / Operación / Promoción AI / Info Interna / Galería,,,,,
740,12,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Galería classify AI (sala/cocina/recámara/baño/fachada/exterior),,,,,
741,13,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),Menú ··· 8 acciones (Compartir Radar QR / Cambiar estado / Encuentros / Tareas / Notas / Publicar / Duplicar / Cerrar irreversible),,,,,
742,14,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M05+ — Captaciones pipeline (14),"Cerrar captación irreversible: requiere ""Escribe CERRAR"" confirmation",,,,,
743,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),Date picker absoluto (NO solo períodos relativos como Pulppo),,,,,
744,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),"Campo prioridad (alta/media/baja) en creación, no solo filtro",,,,,
745,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),Integración nativa Google Calendar OAuth (sync bidirectional),,,,,
746,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),"Widget ""Tareas del día"" en M01 Dashboard",,,,,
747,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),Campo redirect_to (URL al completar — bugfix typo `reddirectTo` Pulppo),,,,,
748,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),5 types internos: property/capture/search/client/lead/general,,,,,
749,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),4 tipos fijos detalle: Contactar propietario / Organizar visita / Organizar captación / Pedir devolución,,,,,
750,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),Vista manager equipo con drag reasignar tareas,,,,,
751,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),Permissions.tasks.view granular (asesor / equipo / global),,,,,
752,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M06+ — Tareas avanzadas (10),3 columnas visuales (Propiedades / Clientes / Prospectos) sort vencidas primero,,,,,
753,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Wizard 6 pasos crear operación con partes claramente identificadas,,,,,
754,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Selector side: AMBOS LADOS / LADO VENDEDOR / LADO COMPRADOR (descripciones claras),,,,,
755,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),IVA 16% automático explícito (4% comisión → 4.64% total visible),,,,,
756,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),"Split plataforma 20% EXPLÍCITO (""Tu inmobiliaria 80% / DMX 20%"") — Pulppo lo oculta",,,,,
757,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),side CHECK (ambos/comprador/vendedor) — sin columna duplicada,,,,,
758,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Status canon 6 estados: propuesta / oferta_aceptada / escritura / cerrada / pagando / cancelada,,,,,
759,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Código único auto: `{3-alphanum}-{4-initials}-{4-initials}` (ej. `98A-ACOS-ACOS`),,,,,
760,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Ciclo cobro: pending → paid (parcial) → closed → expired,,,,,
761,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),RFC + CFDI 4.0 auto-emit + Mifiel NOM-151 (fiscalidad MX real),,,,,
762,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Conversión FX USD/MXN/AED (Open Exchange Rates API),,,,,
763,11,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Integración PAC (timbrado CFDI),,,,,
764,12,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Retención ISR auto-calculada,,,,,
765,13,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),"""Pegar liga"" EasyBroker/ML/Inmuebles24 parser → llena campos auto",,,,,
766,14,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Declaración jurada checkbox OBLIGATORIO antes submit,,,,,
767,15,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Multi-currency MXN/USD/AED simultáneo (FX rate aplicado),,,,,
768,16,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M07+ — Operaciones avanzadas (16),Validaciones por transición estado (escritura → cerrada requiere firma Mifiel completa + CFDI emitido),,,,,
769,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Pipeline kanban 5 columnas: Lead → Interés → Visita → Oferta → Cierre,,,,,
770,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Asignación automática a asesor aliado (project_brokers vinculados al proyecto),,,,,
771,3,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Reasignación manual por developer admin,,,,,
772,4,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),"Timeline cross-channel del lead (web visit, form submit, WA reply, visit scheduled, offer sent)",,,,,
773,5,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Inbox unificado (Resend inbound webhook + Meta WA Business + CRM events),,,,,
774,6,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Reply inline por canal correspondiente con auto-link a lead,,,,,
775,7,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Lead scoring C01 (0-100) con factores: fuente + engagement + demografía + intent signals,,,,,
776,8,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Sort default: hot leads primero,,,,,
777,9,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Tareas team dev (types: follow_up_lead / prepare_proposal / send_docs / internal),,,,,
778,10,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),M13+ — CRM Dev (10),Quality requirements para Captación → Publicado en marketplace,,,,,
779,1,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),Bonus +2 cross — total 80 ✓,Trust Score automático asesor calculado de operaciones cerradas + reviews,,,,,
780,2,SECCIÓN C — CRM PULPPO+ DIFERENCIADORES (80),Bonus +2 cross — total 80 ✓,DISC + Big Five híbrido test inline (pregunta a contactos para profile matching),,,,,
781,1,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Asistente AI conversacional dual web + WhatsApp Business,,,,,
782,2,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Búsqueda 100% lenguaje natural sin filtros tradicionales,,,,,
783,3,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,"Descubre propiedades ""ocultas"" cruzando intent + IE Score (no solo título)",,,,,
784,4,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Shortcuts dinámicos colonias trending (auto-update por demanda real),,,,,
785,5,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Hand-off humano automático cuando lead caliente (score >70) → asesor toma,,,,,
786,6,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Agendamiento visitas integrado (calendar asesor sync),,,,,
787,7,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,"Memoria de conversación cross-session (recuerda búsquedas previas, preferences)",,,,,
788,8,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,QR public en marketing materials que abre WA bot directo,,,,,
789,9,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Multi-idioma es-MX + en-US (Dubai) con auto-detect,,,,,
790,10,SECCIÓN D — CAYA-STYLE COMPRADOR (10),C11 — Asistente conversacional Emmi-style,Voice notes input (cliente envía nota voz → bot procesa con Whisper/Deepgram),,,,,
791,1,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Asesor pega URL propiedad externa (Inmuebles24/Vivanuncios/ML/EasyBroker/Tokko/Zonaprop/cualquier portal con URL pública),,,,,
792,2,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Scrapea + parsea: fotos + precio + m² + recámaras + ubicación + descripción + amenidades,,,,,
793,3,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Genera ficha DMX-hosted con branding asesor (logo + colores + foto + contacto WhatsApp),,,,,
794,4,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,URL única trackeable (ej. asesor-juan.dmx.com/propiedad-abc123),,,,,
795,5,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Datos source REMOVIDOS (teléfono/email/branding portal competidor),,,,,
796,6,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,"Disclaimer auto ""Información de portal externo, validar con asesor""",,,,,
797,7,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,IE Score colonia visible (data DMX original — diferenciador vs portal source),,,,,
798,8,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Comparativa con propiedades similares DMX (cross-sell tu inventario),,,,,
799,9,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Cálculo hipotecario integrado,,,,,
800,10,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Tracking visitor del cliente (notif WhatsApp al asesor cuando entra),,,,,
801,11,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,Watermark dinámico nombre cliente (anti-leak / anti-screenshot),,,,,
802,12,SECCIÓN E — CUALQUIER-LINK BRANDED (12),A11 — Cualquier propiedad → Ficha DMX branded asesor,"Detector ""esta propiedad ya está como exclusiva DMX"" → redirige a versión nativa",,,,,
803,1,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,Widget embebible `<DMXSearch />` vía iframe + JS SDK,,,,,
804,2,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,Configuración por partner: branding propio (logo + colores) + filtros pre-set,,,,,
805,3,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,White-label opcional (subdomain partner.dmx.com),,,,,
806,4,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,API REST type-safe + webhooks bidireccionales,,,,,
807,5,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,Dashboard partner: traffic + leads generated + commissions earned,,,,,
808,6,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,Tracking pixel attribution + revenue share auto,,,,,
809,7,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,"Multi-tenant analytics (DMX ve agregado, partner solo lo suyo)",,,,,
810,8,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,CFDI auto-emit comisiones partner mensual,,,,,
811,9,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,SDK npm publicable (`@dmx/embed`) para integración fácil,,,,,
812,10,SECCIÓN F — PUBLIC WIDGETS B2B (10),G1 — Public embed widgets B2B,Target H1 partners: BBVA + Santander + Banorte + Citibanamex + FIBRA UNO + 1-2 fintech (Albo / Stori),,,,,
